1	156284
2	92970.2
4	50293
6	38998.4
8	30260
10	27787.6
12	24420.4
14	24015.6
16	24592.8
18	24779.2
20	27534.4
22	33004.4
24	31061
26	27841.4
28	31905.2
30	29615.6
32	32207
