1	399331
2	221121
4	126885
6	83744.4
8	64572.6
10	51893.8
12	45895
14	42975.8
16	38613
18	35291.8
20	30382.6
22	28877.8
24	27283.2
26	25975
28	30374.8
30	31440
32	32985
