1	399519
2	208440
4	108073
6	72571.4
8	56289
10	45751.2
12	38172.8
14	62935
16	52181.2
18	56869.8
20	48893
22	66401.8
24	61255.2
26	28274.4
28	22917.2
30	31074.6
32	20850.8
