1	3.99628e+06
2	2.0568e+06
4	1.0771e+06
6	728506
8	546869
10	447778
12	380626
14	340655
16	318576
18	319206
20	309390
22	324051
24	304957
26	244754
28	264487
30	259331
32	256460
