1	155177
2	83178.6
4	45409.6
6	36360.4
8	30047.8
10	24711.4
12	23509.8
14	22496.2
16	23296.2
18	22824
20	21858
22	30337
24	47757.8
26	42239.4
28	69145.2
30	60820.2
32	42611.4
