1	6.56853e+07
2	2.22652e+07
4	9.61458e+06
6	6.99497e+06
8	6.66461e+06
10	4.69379e+06
12	4.83035e+06
14	3.41821e+06
16	3.42071e+06
18	3.43698e+06
20	3.18212e+06
22	3.00293e+06
24	2.97076e+06
26	2.78178e+06
28	2.5576e+06
30	2.67497e+06
32	2.57958e+06
