1	4.00581e+06
2	2.9584e+06
4	1.49518e+06
6	1.24094e+06
8	918456
10	792731
12	588354
14	588582
16	602746
18	501340
20	513205
22	444506
24	444485
26	396533
28	415654
30	387991
32	370529
