1	15467.4
2	8370.4
4	5547.6
6	3368.8
8	2688.8
10	2473
12	2670.6
14	2128.2
16	2292.6
18	2360
20	2198.2
22	2496.6
24	2326.6
26	2360
28	2624.4
30	2375.4
32	2888.8
