1	3.62782e+06
2	1.89679e+06
4	1.12932e+06
6	752193
8	574205
10	452167
12	379324
14	334975
16	295555
18	275266
20	242680
22	226881
24	218326
26	207859
28	207690
30	210092
32	223880
