1	162795
2	86751.4
4	80710.4
6	57054
8	46262
10	43169
12	39035.6
14	36498.6
16	37608
18	34096
20	48588.8
22	40566.2
24	44534.2
26	42657.4
28	43654.2
30	47276.6
32	46797.6
