1	871704
2	503064
4	260501
6	176260
8	129640
10	105072
12	88694.6
14	80176.6
16	72223.4
18	67022.4
20	72182
22	92641
24	76268
26	67975.8
28	54490.8
30	63706.6
32	68095.6
